call_id,account_id,account_name,call_date,call_type,duration_min,transcript_excerpt,attendees
CALL-0074,ACC-008,Ironclad Manufacturing,2026-02-04T15:30:00,check-in,30,"Emily Thornton: Jason, good to see you. Canvas usage continues to climb — you're up 12% from last month. What's driving the increase?

Jason Miller (Engineering Manager): We've been using Canvas for all our product documentation now — spec sheets, assembly guides, safety documentation. The template system is a lifesaver. We used to spend days formatting these documents in InDesign.

Emily Thornton: That's a great use case. I remember you mentioned wanting to connect your design data to analytics. Is that still of interest?

Jason Miller: Huge interest. Our VP of Operations keeps asking me which product templates get used most, which ones are outdated, and how long each document takes to produce. Right now I'm tracking all of that in a spreadsheet. Can Insight do that?

Emily Thornton: Absolutely. Insight can pull in Canvas usage data and give you dashboards on template usage, creation time, revision frequency — all the metrics your VP is asking about. Plus, you mentioned your Snowflake data warehouse — Insight has a native Snowflake connector.

Jason Miller: Wait, it connects directly to Snowflake? Our data engineering team would love that. They could join our product manufacturing data with Canvas usage data and build some really powerful analytics.

Emily Thornton: Let me set up a demo with your data engineering team. I think Insight could be a natural extension of what you're already doing with Canvas.

Jason Miller: Let's do it. If the Snowflake connector works well, getting budget approval should be easy.","Jason Miller (Engineering Manager), Emily Thornton"
CALL-0075,ACC-008,Ironclad Manufacturing,2026-01-20T13:00:00,check-in,25,"Emily Thornton: Jason, good to see you. Canvas usage continues to climb — you're up 12% from last month. What's driving the increase?

Jason Miller (Engineering Manager): We've been using Canvas for all our product documentation now — spec sheets, assembly guides, safety documentation. The template system is a lifesaver. We used to spend days formatting these documents in InDesign.

Emily Thornton: That's a great use case. I remember you mentioned wanting to connect your design data to analytics. Is that still of interest?

Jason Miller: Huge interest. Our VP of Operations keeps asking me which product templates get used most, which ones are outdated, and how long each document takes to produce. Right now I'm tracking all of that in a spreadsheet. Can Insight do that?

Emily Thornton: Absolutely. Insight can pull in Canvas usage data and give you dashboards on template usage, creation time, revision frequency — all the metrics your VP is asking about. Plus, you mentioned your Snowflake data warehouse — Insight has a native Snowflake connector.

Jason Miller: Wait, it connects directly to Snowflake? Our data engineering team would love that. They could join our product manufacturing data with Canvas usage data and build some really powerful analytics.

Emily Thornton: Let me set up a demo with your data engineering team. I think Insight could be a natural extension of what you're already doing with Canvas.

Jason Miller: Let's do it. If the Snowflake connector works well, getting budget approval should be easy.","Jason Miller (Engineering Manager), Emily Thornton"
CALL-0076,ACC-008,Ironclad Manufacturing,2026-02-03T14:00:00,check-in,27,"Emily Thornton: Jason, good to see you. Canvas usage continues to climb — you're up 12% from last month. What's driving the increase?

Jason Miller (Engineering Manager): We've been using Canvas for all our product documentation now — spec sheets, assembly guides, safety documentation. The template system is a lifesaver. We used to spend days formatting these documents in InDesign.

Emily Thornton: That's a great use case. I remember you mentioned wanting to connect your design data to analytics. Is that still of interest?

Jason Miller: Huge interest. Our VP of Operations keeps asking me which product templates get used most, which ones are outdated, and how long each document takes to produce. Right now I'm tracking all of that in a spreadsheet. Can Insight do that?

Emily Thornton: Absolutely. Insight can pull in Canvas usage data and give you dashboards on template usage, creation time, revision frequency — all the metrics your VP is asking about. Plus, you mentioned your Snowflake data warehouse — Insight has a native Snowflake connector.

Jason Miller: Wait, it connects directly to Snowflake? Our data engineering team would love that. They could join our product manufacturing data with Canvas usage data and build some really powerful analytics.

Emily Thornton: Let me set up a demo with your data engineering team. I think Insight could be a natural extension of what you're already doing with Canvas.

Jason Miller: Let's do it. If the Snowflake connector works well, getting budget approval should be easy.","Jason Miller (Engineering Manager), Emily Thornton"
CALL-0077,ACC-008,Ironclad Manufacturing,2026-01-16T11:00:00,check-in,25,"Emily Thornton: Jason, good to see you. Canvas usage continues to climb — you're up 12% from last month. What's driving the increase?

Jason Miller (Engineering Manager): We've been using Canvas for all our product documentation now — spec sheets, assembly guides, safety documentation. The template system is a lifesaver. We used to spend days formatting these documents in InDesign.

Emily Thornton: That's a great use case. I remember you mentioned wanting to connect your design data to analytics. Is that still of interest?

Jason Miller: Huge interest. Our VP of Operations keeps asking me which product templates get used most, which ones are outdated, and how long each document takes to produce. Right now I'm tracking all of that in a spreadsheet. Can Insight do that?

Emily Thornton: Absolutely. Insight can pull in Canvas usage data and give you dashboards on template usage, creation time, revision frequency — all the metrics your VP is asking about. Plus, you mentioned your Snowflake data warehouse — Insight has a native Snowflake connector.

Jason Miller: Wait, it connects directly to Snowflake? Our data engineering team would love that. They could join our product manufacturing data with Canvas usage data and build some really powerful analytics.

Emily Thornton: Let me set up a demo with your data engineering team. I think Insight could be a natural extension of what you're already doing with Canvas.

Jason Miller: Let's do it. If the Snowflake connector works well, getting budget approval should be easy.","Jason Miller (Engineering Manager), Emily Thornton"
CALL-0078,ACC-009,Northstar Consulting,2026-03-14T13:30:00,check-in,25,"James Okafor: Hi Sarah, just our regular monthly check-in. How's everything going with Flow?

Sarah Kim (Operations Lead): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

James Okafor: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

Sarah Kim (Operations Lead): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

James Okafor: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","Sarah Kim (Operations Lead), James Okafor"
CALL-0079,ACC-009,Northstar Consulting,2026-02-20T10:15:00,check-in,21,"James Okafor: Sarah, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

Sarah Kim (Operations Lead): Yeah, Canvas has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

James Okafor: That's the best feedback we can get. Anything on your wish list for the platform?

Sarah Kim (Operations Lead): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Canvas go directly to our project channels would save us from checking two places.

James Okafor: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

Sarah Kim (Operations Lead): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","Sarah Kim (Operations Lead), James Okafor"
CALL-0080,ACC-009,Northstar Consulting,2026-02-27T09:00:00,QBR,37,"James Okafor: Let's go through your quarterly review. Overall, your account looks very healthy — solid usage, low support volume, and your team is using most of the features available in your plan.

Sarah Kim (Operations Lead): Good to hear. We're happy with the platform. My only note is that onboarding new team members takes longer than it should. Is there a way to create a custom onboarding track with just the features we use?

James Okafor: Actually, yes. We launched custom learning paths last quarter. You can select which modules to include and skip the ones that aren't relevant to your team. I'll send you the admin guide.

Sarah Kim (Operations Lead): That would be great. We're hiring two people next month and I'd love to get them productive faster. Other than that, everything is good. Same time next quarter?

James Okafor: Sounds good. And don't hesitate to reach out before then if anything comes up.","Sarah Kim (Operations Lead), James Okafor"
CALL-0081,ACC-009,Northstar Consulting,2026-03-05T16:30:00,check-in,17,"James Okafor: Hi Sarah, how's the team adapting to the UI refresh we rolled out last week?

Sarah Kim (Operations Lead): A few people grumbled for the first day or two, but everyone has adapted now. The new navigation is actually faster once you get used to it. The quick search bar is a huge improvement.

James Okafor: Glad to hear the adjustment was smooth. We put a lot of effort into the search functionality. Any other feedback from the team?

Sarah Kim (Operations Lead): Just one thing — the mobile app is still pretty limited compared to the desktop version. A couple of our people work remotely and check things on their phones. If you could beef up the mobile experience, that would be great.

James Okafor: Mobile improvements are on our H2 roadmap. I'll flag your feedback to the product team. In the meantime, the responsive web version works pretty well on tablets if that helps.

Sarah Kim (Operations Lead): Good to know. Thanks for the update!","Sarah Kim (Operations Lead), James Okafor"
CALL-0082,ACC-009,Northstar Consulting,2026-01-27T14:00:00,renewal,25,"James Okafor: Sarah, your renewal is coming up in a few months. I wanted to touch base early. How are you feeling about the platform?

Sarah Kim (Operations Lead): Positive. Renewing is a no-brainer for us. The team relies on it daily and we've gotten great value. The only question is whether we want to add any seats or products.

James Okafor: Happy to hear that. Let me pull together your usage summary and any product recommendations. If there are areas where you're underutilizing, I can help you get more value from your current plan before we talk about adding anything.

Sarah Kim (Operations Lead): Sounds good. I trust your judgment — you've always been straightforward with us. Let me know what you find.

James Okafor: Will do. I'll have a summary for you by next week.","Sarah Kim (Operations Lead), James Okafor"
CALL-0083,ACC-009,Northstar Consulting,2026-02-03T10:00:00,check-in,19,"James Okafor: Hi Sarah, just our regular monthly check-in. How's everything going with Flow?

Sarah Kim (Operations Lead): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

James Okafor: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

Sarah Kim (Operations Lead): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

James Okafor: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","Sarah Kim (Operations Lead), James Okafor"
CALL-0084,ACC-009,Northstar Consulting,2026-02-13T13:00:00,check-in,19,"James Okafor: Sarah, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

Sarah Kim (Operations Lead): Yeah, Flow has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

James Okafor: That's the best feedback we can get. Anything on your wish list for the platform?

Sarah Kim (Operations Lead): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Flow go directly to our project channels would save us from checking two places.

James Okafor: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

Sarah Kim (Operations Lead): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","Sarah Kim (Operations Lead), James Okafor"
CALL-0085,ACC-010,Ridgeline Media,2025-12-22T11:00:00,check-in,16,"Rachel Goldstein: Hi David, just our regular monthly check-in. How's everything going with Flow?

David Park (Content Director): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Rachel Goldstein: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

David Park (Content Director): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Rachel Goldstein: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","David Park (Content Director), Rachel Goldstein"
CALL-0086,ACC-010,Ridgeline Media,2026-01-20T10:30:00,check-in,20,"Rachel Goldstein: David, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

David Park (Content Director): Yeah, Flow has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

Rachel Goldstein: That's the best feedback we can get. Anything on your wish list for the platform?

David Park (Content Director): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Flow go directly to our project channels would save us from checking two places.

Rachel Goldstein: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

David Park (Content Director): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","David Park (Content Director), Rachel Goldstein"
CALL-0087,ACC-010,Ridgeline Media,2026-02-01T10:15:00,QBR,42,"Rachel Goldstein: Let's go through your quarterly review. Overall, your account looks very healthy — solid usage, low support volume, and your team is using most of the features available in your plan.

David Park (Content Director): Good to hear. We're happy with the platform. My only note is that onboarding new team members takes longer than it should. Is there a way to create a custom onboarding track with just the features we use?

Rachel Goldstein: Actually, yes. We launched custom learning paths last quarter. You can select which modules to include and skip the ones that aren't relevant to your team. I'll send you the admin guide.

David Park (Content Director): That would be great. We're hiring two people next month and I'd love to get them productive faster. Other than that, everything is good. Same time next quarter?

Rachel Goldstein: Sounds good. And don't hesitate to reach out before then if anything comes up.","David Park (Content Director), Rachel Goldstein"
CALL-0088,ACC-010,Ridgeline Media,2025-12-22T11:15:00,check-in,18,"Rachel Goldstein: Hi David, how's the team adapting to the UI refresh we rolled out last week?

David Park (Content Director): A few people grumbled for the first day or two, but everyone has adapted now. The new navigation is actually faster once you get used to it. The quick search bar is a huge improvement.

Rachel Goldstein: Glad to hear the adjustment was smooth. We put a lot of effort into the search functionality. Any other feedback from the team?

David Park (Content Director): Just one thing — the mobile app is still pretty limited compared to the desktop version. A couple of our people work remotely and check things on their phones. If you could beef up the mobile experience, that would be great.

Rachel Goldstein: Mobile improvements are on our H2 roadmap. I'll flag your feedback to the product team. In the meantime, the responsive web version works pretty well on tablets if that helps.

David Park (Content Director): Good to know. Thanks for the update!","David Park (Content Director), Rachel Goldstein"
CALL-0089,ACC-010,Ridgeline Media,2025-12-18T15:00:00,renewal,22,"Rachel Goldstein: David, your renewal is coming up in a few months. I wanted to touch base early. How are you feeling about the platform?

David Park (Content Director): Positive. Renewing is a no-brainer for us. The team relies on it daily and we've gotten great value. The only question is whether we want to add any seats or products.

Rachel Goldstein: Happy to hear that. Let me pull together your usage summary and any product recommendations. If there are areas where you're underutilizing, I can help you get more value from your current plan before we talk about adding anything.

David Park (Content Director): Sounds good. I trust your judgment — you've always been straightforward with us. Let me know what you find.

Rachel Goldstein: Will do. I'll have a summary for you by next week.","David Park (Content Director), Rachel Goldstein"
CALL-0090,ACC-010,Ridgeline Media,2026-01-23T13:15:00,check-in,15,"Rachel Goldstein: Hi David, just our regular monthly check-in. How's everything going with Flow?

David Park (Content Director): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Rachel Goldstein: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

David Park (Content Director): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Rachel Goldstein: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","David Park (Content Director), Rachel Goldstein"
CALL-0091,ACC-011,Clearwater Tech,2026-01-29T16:30:00,check-in,16,"Sarah Chen: Hi Emily, just our regular monthly check-in. How's everything going with Canvas?

Emily Watson (VP Technology): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Sarah Chen: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

Emily Watson (VP Technology): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Sarah Chen: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","Emily Watson (VP Technology), Sarah Chen"
CALL-0092,ACC-011,Clearwater Tech,2026-01-11T14:30:00,check-in,23,"Sarah Chen: Emily, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

Emily Watson (VP Technology): Yeah, Flow has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

Sarah Chen: That's the best feedback we can get. Anything on your wish list for the platform?

Emily Watson (VP Technology): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Flow go directly to our project channels would save us from checking two places.

Sarah Chen: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

Emily Watson (VP Technology): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","Emily Watson (VP Technology), Sarah Chen"
CALL-0093,ACC-011,Clearwater Tech,2026-01-10T13:15:00,QBR,42,"Sarah Chen: Let's go through your quarterly review. Overall, your account looks very healthy — solid usage, low support volume, and your team is using most of the features available in your plan.

Emily Watson (VP Technology): Good to hear. We're happy with the platform. My only note is that onboarding new team members takes longer than it should. Is there a way to create a custom onboarding track with just the features we use?

Sarah Chen: Actually, yes. We launched custom learning paths last quarter. You can select which modules to include and skip the ones that aren't relevant to your team. I'll send you the admin guide.

Emily Watson (VP Technology): That would be great. We're hiring two people next month and I'd love to get them productive faster. Other than that, everything is good. Same time next quarter?

Sarah Chen: Sounds good. And don't hesitate to reach out before then if anything comes up.","Emily Watson (VP Technology), Sarah Chen"
CALL-0094,ACC-011,Clearwater Tech,2026-02-01T16:30:00,check-in,18,"Sarah Chen: Hi Emily, how's the team adapting to the UI refresh we rolled out last week?

Emily Watson (VP Technology): A few people grumbled for the first day or two, but everyone has adapted now. The new navigation is actually faster once you get used to it. The quick search bar is a huge improvement.

Sarah Chen: Glad to hear the adjustment was smooth. We put a lot of effort into the search functionality. Any other feedback from the team?

Emily Watson (VP Technology): Just one thing — the mobile app is still pretty limited compared to the desktop version. A couple of our people work remotely and check things on their phones. If you could beef up the mobile experience, that would be great.

Sarah Chen: Mobile improvements are on our H2 roadmap. I'll flag your feedback to the product team. In the meantime, the responsive web version works pretty well on tablets if that helps.

Emily Watson (VP Technology): Good to know. Thanks for the update!","Emily Watson (VP Technology), Sarah Chen"
CALL-0095,ACC-011,Clearwater Tech,2026-02-16T13:30:00,renewal,22,"Sarah Chen: Emily, your renewal is coming up in a few months. I wanted to touch base early. How are you feeling about the platform?

Emily Watson (VP Technology): Positive. Renewing is a no-brainer for us. The team relies on it daily and we've gotten great value. The only question is whether we want to add any seats or products.

Sarah Chen: Happy to hear that. Let me pull together your usage summary and any product recommendations. If there are areas where you're underutilizing, I can help you get more value from your current plan before we talk about adding anything.

Emily Watson (VP Technology): Sounds good. I trust your judgment — you've always been straightforward with us. Let me know what you find.

Sarah Chen: Will do. I'll have a summary for you by next week.","Emily Watson (VP Technology), Sarah Chen"
CALL-0096,ACC-011,Clearwater Tech,2026-01-23T16:30:00,check-in,19,"Sarah Chen: Hi Emily, just our regular monthly check-in. How's everything going with Canvas?

Emily Watson (VP Technology): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Sarah Chen: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

Emily Watson (VP Technology): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Sarah Chen: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","Emily Watson (VP Technology), Sarah Chen"
CALL-0097,ACC-011,Clearwater Tech,2026-01-05T13:30:00,check-in,16,"Sarah Chen: Emily, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

Emily Watson (VP Technology): Yeah, Flow has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

Sarah Chen: That's the best feedback we can get. Anything on your wish list for the platform?

Emily Watson (VP Technology): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Flow go directly to our project channels would save us from checking two places.

Sarah Chen: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

Emily Watson (VP Technology): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","Emily Watson (VP Technology), Sarah Chen"
CALL-0098,ACC-012,Horizon Pharma,2026-01-06T16:30:00,check-in,25,"Marcus Rivera: Hi James, just our regular monthly check-in. How's everything going with Canvas?

James Cooper (Marketing Director): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Marcus Rivera: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

James Cooper (Marketing Director): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Marcus Rivera: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","James Cooper (Marketing Director), Marcus Rivera"
CALL-0099,ACC-012,Horizon Pharma,2026-02-05T16:00:00,check-in,23,"Marcus Rivera: James, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

James Cooper (Marketing Director): Yeah, Canvas has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

Marcus Rivera: That's the best feedback we can get. Anything on your wish list for the platform?

James Cooper (Marketing Director): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Canvas go directly to our project channels would save us from checking two places.

Marcus Rivera: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

James Cooper (Marketing Director): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","James Cooper (Marketing Director), Marcus Rivera"
CALL-0100,ACC-012,Horizon Pharma,2026-01-02T13:00:00,QBR,38,"Marcus Rivera: Let's go through your quarterly review. Overall, your account looks very healthy — solid usage, low support volume, and your team is using most of the features available in your plan.

James Cooper (Marketing Director): Good to hear. We're happy with the platform. My only note is that onboarding new team members takes longer than it should. Is there a way to create a custom onboarding track with just the features we use?

Marcus Rivera: Actually, yes. We launched custom learning paths last quarter. You can select which modules to include and skip the ones that aren't relevant to your team. I'll send you the admin guide.

James Cooper (Marketing Director): That would be great. We're hiring two people next month and I'd love to get them productive faster. Other than that, everything is good. Same time next quarter?

Marcus Rivera: Sounds good. And don't hesitate to reach out before then if anything comes up.","James Cooper (Marketing Director), Marcus Rivera"
CALL-0101,ACC-012,Horizon Pharma,2026-02-27T14:30:00,check-in,22,"Marcus Rivera: Hi James, how's the team adapting to the UI refresh we rolled out last week?

James Cooper (Marketing Director): A few people grumbled for the first day or two, but everyone has adapted now. The new navigation is actually faster once you get used to it. The quick search bar is a huge improvement.

Marcus Rivera: Glad to hear the adjustment was smooth. We put a lot of effort into the search functionality. Any other feedback from the team?

James Cooper (Marketing Director): Just one thing — the mobile app is still pretty limited compared to the desktop version. A couple of our people work remotely and check things on their phones. If you could beef up the mobile experience, that would be great.

Marcus Rivera: Mobile improvements are on our H2 roadmap. I'll flag your feedback to the product team. In the meantime, the responsive web version works pretty well on tablets if that helps.

James Cooper (Marketing Director): Good to know. Thanks for the update!","James Cooper (Marketing Director), Marcus Rivera"
CALL-0102,ACC-012,Horizon Pharma,2026-03-02T14:30:00,renewal,30,"Marcus Rivera: James, your renewal is coming up in a few months. I wanted to touch base early. How are you feeling about the platform?

James Cooper (Marketing Director): Positive. Renewing is a no-brainer for us. The team relies on it daily and we've gotten great value. The only question is whether we want to add any seats or products.

Marcus Rivera: Happy to hear that. Let me pull together your usage summary and any product recommendations. If there are areas where you're underutilizing, I can help you get more value from your current plan before we talk about adding anything.

James Cooper (Marketing Director): Sounds good. I trust your judgment — you've always been straightforward with us. Let me know what you find.

Marcus Rivera: Will do. I'll have a summary for you by next week.","James Cooper (Marketing Director), Marcus Rivera"
CALL-0103,ACC-012,Horizon Pharma,2026-02-17T09:30:00,check-in,15,"Marcus Rivera: Hi James, just our regular monthly check-in. How's everything going with Canvas?

James Cooper (Marketing Director): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Marcus Rivera: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

James Cooper (Marketing Director): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Marcus Rivera: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","James Cooper (Marketing Director), Marcus Rivera"
CALL-0104,ACC-013,Sterling Partners,2026-02-05T15:30:00,check-in,17,"Emily Thornton: Hi Lisa, just our regular monthly check-in. How's everything going with Canvas?

Lisa Nakamura (Managing Director): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

Emily Thornton: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

Lisa Nakamura (Managing Director): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

Emily Thornton: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","Lisa Nakamura (Managing Director), Emily Thornton"
CALL-0105,ACC-013,Sterling Partners,2026-02-11T11:15:00,check-in,15,"Emily Thornton: Lisa, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

Lisa Nakamura (Managing Director): Yeah, Canvas has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

Emily Thornton: That's the best feedback we can get. Anything on your wish list for the platform?

Lisa Nakamura (Managing Director): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Canvas go directly to our project channels would save us from checking two places.

Emily Thornton: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

Lisa Nakamura (Managing Director): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","Lisa Nakamura (Managing Director), Emily Thornton"
CALL-0106,ACC-013,Sterling Partners,2026-01-21T09:30:00,QBR,45,"Emily Thornton: Let's go through your quarterly review. Overall, your account looks very healthy — solid usage, low support volume, and your team is using most of the features available in your plan.

Lisa Nakamura (Managing Director): Good to hear. We're happy with the platform. My only note is that onboarding new team members takes longer than it should. Is there a way to create a custom onboarding track with just the features we use?

Emily Thornton: Actually, yes. We launched custom learning paths last quarter. You can select which modules to include and skip the ones that aren't relevant to your team. I'll send you the admin guide.

Lisa Nakamura (Managing Director): That would be great. We're hiring two people next month and I'd love to get them productive faster. Other than that, everything is good. Same time next quarter?

Emily Thornton: Sounds good. And don't hesitate to reach out before then if anything comes up.","Lisa Nakamura (Managing Director), Emily Thornton"
CALL-0107,ACC-013,Sterling Partners,2026-01-08T10:15:00,check-in,23,"Emily Thornton: Hi Lisa, how's the team adapting to the UI refresh we rolled out last week?

Lisa Nakamura (Managing Director): A few people grumbled for the first day or two, but everyone has adapted now. The new navigation is actually faster once you get used to it. The quick search bar is a huge improvement.

Emily Thornton: Glad to hear the adjustment was smooth. We put a lot of effort into the search functionality. Any other feedback from the team?

Lisa Nakamura (Managing Director): Just one thing — the mobile app is still pretty limited compared to the desktop version. A couple of our people work remotely and check things on their phones. If you could beef up the mobile experience, that would be great.

Emily Thornton: Mobile improvements are on our H2 roadmap. I'll flag your feedback to the product team. In the meantime, the responsive web version works pretty well on tablets if that helps.

Lisa Nakamura (Managing Director): Good to know. Thanks for the update!","Lisa Nakamura (Managing Director), Emily Thornton"
CALL-0108,ACC-013,Sterling Partners,2026-01-18T14:00:00,renewal,26,"Emily Thornton: Lisa, your renewal is coming up in a few months. I wanted to touch base early. How are you feeling about the platform?

Lisa Nakamura (Managing Director): Positive. Renewing is a no-brainer for us. The team relies on it daily and we've gotten great value. The only question is whether we want to add any seats or products.

Emily Thornton: Happy to hear that. Let me pull together your usage summary and any product recommendations. If there are areas where you're underutilizing, I can help you get more value from your current plan before we talk about adding anything.

Lisa Nakamura (Managing Director): Sounds good. I trust your judgment — you've always been straightforward with us. Let me know what you find.

Emily Thornton: Will do. I'll have a summary for you by next week.","Lisa Nakamura (Managing Director), Emily Thornton"
CALL-0109,ACC-014,Apex Marketing,2026-01-04T11:15:00,check-in,21,"James Okafor: Hi Carlos, just our regular monthly check-in. How's everything going with Canvas?

Carlos Ruiz (Creative Director): Going well! The team is humming along. We had a minor hiccup last week with the export function timing out on large files, but your support team resolved it the same day. No complaints.

James Okafor: Happy to hear the support experience was good. Any upcoming needs or changes I should know about?

Carlos Ruiz (Creative Director): Nothing major. We might add a couple of seats next quarter as we bring on summer interns, but I'll let you know. Everything is steady.

James Okafor: Perfect. I'll send you the release notes for the update coming next week — there are some nice performance improvements that should help with those large exports.","Carlos Ruiz (Creative Director), James Okafor"
CALL-0110,ACC-014,Apex Marketing,2026-01-28T13:30:00,check-in,25,"James Okafor: Carlos, good to connect. I wanted to share some metrics from your account — your team's usage has been very consistent, which is a great sign.

Carlos Ruiz (Creative Director): Yeah, Canvas has become part of our daily workflow. The team barely notices it anymore, which I mean as a compliment — it just works.

James Okafor: That's the best feedback we can get. Anything on your wish list for the platform?

Carlos Ruiz (Creative Director): Honestly, I'd love to see better integrations with Slack. We use Slack for everything and having notifications from Canvas go directly to our project channels would save us from checking two places.

James Okafor: Great news — our Slack integration actually launched last month. Let me send you the setup guide. It does exactly what you're describing — project notifications, approval requests, and export completions all go to a Slack channel of your choice.

Carlos Ruiz (Creative Director): Oh perfect, I missed that announcement. I'll get it set up this week. Thanks!","Carlos Ruiz (Creative Director), James Okafor"
