ticket_id,account_id,account_name,product,ticket_text,priority,status,created_at
TKT-0271,ACC-010,Ridgeline Media,Flow,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,resolved,2026-03-13T12:33:00
TKT-0272,ACC-010,Ridgeline Media,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2026-01-12T09:43:00
TKT-0273,ACC-010,Ridgeline Media,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,escalated,2025-12-29T10:40:00
TKT-0274,ACC-011,Clearwater Tech,Insight,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,escalated,2026-03-02T06:14:00
TKT-0275,ACC-011,Clearwater Tech,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2026-02-22T07:50:00
TKT-0276,ACC-011,Clearwater Tech,Canvas,Minor rendering glitch on the Canvas dashboard when using Firefox. Text overlaps the sidebar on the project list page. Chrome works fine.,P3,open,2026-01-12T15:05:00
TKT-0277,ACC-011,Clearwater Tech,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2025-12-16T13:22:00
TKT-0278,ACC-011,Clearwater Tech,Insight,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,resolved,2026-02-12T14:50:00
TKT-0279,ACC-011,Clearwater Tech,Canvas,Suggestion: Would be nice if Canvas remembered my last-used workspace when I log in instead of defaulting to the home screen every time.,P4,resolved,2026-02-06T20:13:00
TKT-0280,ACC-011,Clearwater Tech,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2026-01-20T09:03:00
TKT-0281,ACC-011,Clearwater Tech,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2026-01-17T20:48:00
TKT-0282,ACC-011,Clearwater Tech,Canvas,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,open,2026-01-27T20:22:00
TKT-0283,ACC-011,Clearwater Tech,Flow,Is it possible to trigger a Flow automation from an external webhook? We want Jira ticket creation to automatically spawn a Canvas project.,P3,resolved,2026-01-02T20:14:00
TKT-0284,ACC-011,Clearwater Tech,Flow,Is it possible to trigger a Flow automation from an external webhook? We want Jira ticket creation to automatically spawn a Canvas project.,P3,open,2026-03-06T14:35:00
TKT-0285,ACC-011,Clearwater Tech,Canvas,We accidentally deleted a shared template folder. Is there an undo or recycle bin feature? We need to recover about 15 templates.,P3,resolved,2025-12-25T09:29:00
TKT-0286,ACC-011,Clearwater Tech,Insight,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,resolved,2026-01-25T16:32:00
TKT-0287,ACC-011,Clearwater Tech,Canvas,Minor rendering glitch on the Canvas dashboard when using Firefox. Text overlaps the sidebar on the project list page. Chrome works fine.,P3,resolved,2026-02-15T09:50:00
TKT-0288,ACC-011,Clearwater Tech,Insight,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-02-15T07:19:00
TKT-0289,ACC-011,Clearwater Tech,Insight,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-01-27T10:09:00
TKT-0290,ACC-011,Clearwater Tech,Flow,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,resolved,2026-02-19T19:26:00
TKT-0291,ACC-011,Clearwater Tech,Canvas,The image compression on Canvas export is a bit aggressive. Can we get a quality slider or a lossless export option for PNG?,P4,resolved,2026-02-09T08:03:00
TKT-0292,ACC-011,Clearwater Tech,Canvas,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-01-09T14:14:00
TKT-0293,ACC-011,Clearwater Tech,Insight,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-02-14T06:19:00
TKT-0294,ACC-011,Clearwater Tech,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,resolved,2026-01-01T13:44:00
TKT-0295,ACC-011,Clearwater Tech,Canvas,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-02-01T11:21:00
TKT-0296,ACC-011,Clearwater Tech,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,resolved,2026-01-07T10:23:00
TKT-0297,ACC-011,Clearwater Tech,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2026-01-05T09:46:00
TKT-0298,ACC-012,Horizon Pharma,Canvas,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,resolved,2026-02-17T07:32:00
TKT-0299,ACC-012,Horizon Pharma,Canvas,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,resolved,2026-01-25T17:43:00
TKT-0300,ACC-012,Horizon Pharma,Canvas,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,resolved,2026-03-09T14:33:00
TKT-0301,ACC-012,Horizon Pharma,Canvas,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,resolved,2026-01-12T13:40:00
TKT-0302,ACC-012,Horizon Pharma,Canvas,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,resolved,2026-02-28T15:16:00
TKT-0303,ACC-012,Horizon Pharma,Canvas,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,escalated,2025-12-26T14:55:00
TKT-0304,ACC-012,Horizon Pharma,Canvas,Suggestion: Would be nice if Canvas remembered my last-used workspace when I log in instead of defaulting to the home screen every time.,P4,open,2026-01-09T19:55:00
TKT-0305,ACC-012,Horizon Pharma,Canvas,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2026-01-03T20:04:00
TKT-0306,ACC-012,Horizon Pharma,Canvas,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,resolved,2026-01-13T09:22:00
TKT-0307,ACC-012,Horizon Pharma,Canvas,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,resolved,2026-02-13T06:10:00
TKT-0308,ACC-012,Horizon Pharma,Canvas,Feature idea: dark mode for Canvas would be amazing. Our designers work late hours and the bright interface causes eye strain.,P4,resolved,2026-01-25T11:48:00
TKT-0309,ACC-012,Horizon Pharma,Canvas,We accidentally deleted a shared template folder. Is there an undo or recycle bin feature? We need to recover about 15 templates.,P3,resolved,2026-01-08T10:40:00
TKT-0310,ACC-012,Horizon Pharma,Canvas,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,escalated,2026-03-07T11:29:00
TKT-0311,ACC-012,Horizon Pharma,Canvas,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,resolved,2026-02-10T20:16:00
TKT-0312,ACC-012,Horizon Pharma,Canvas,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-03-04T19:27:00
TKT-0313,ACC-012,Horizon Pharma,Canvas,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-03-14T07:40:00
TKT-0314,ACC-012,Horizon Pharma,Canvas,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,escalated,2026-02-18T18:53:00
TKT-0315,ACC-012,Horizon Pharma,Canvas,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,resolved,2026-01-24T16:28:00
TKT-0316,ACC-012,Horizon Pharma,Canvas,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,resolved,2026-02-27T16:48:00
TKT-0317,ACC-012,Horizon Pharma,Canvas,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-02-15T12:55:00
TKT-0318,ACC-013,Sterling Partners,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,resolved,2026-02-13T19:44:00
TKT-0319,ACC-013,Sterling Partners,Insight,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,escalated,2026-01-09T11:48:00
TKT-0320,ACC-013,Sterling Partners,Canvas,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,resolved,2025-12-29T08:06:00
TKT-0321,ACC-013,Sterling Partners,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,resolved,2025-12-21T13:03:00
TKT-0322,ACC-013,Sterling Partners,Insight,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,open,2026-02-20T09:51:00
TKT-0323,ACC-013,Sterling Partners,Canvas,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-02-22T20:56:00
TKT-0324,ACC-013,Sterling Partners,Insight,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-01-14T07:03:00
TKT-0325,ACC-013,Sterling Partners,Insight,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-03-13T11:31:00
TKT-0326,ACC-013,Sterling Partners,Insight,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,resolved,2026-03-12T10:38:00
TKT-0327,ACC-013,Sterling Partners,Canvas,We accidentally deleted a shared template folder. Is there an undo or recycle bin feature? We need to recover about 15 templates.,P3,escalated,2026-02-15T09:20:00
TKT-0328,ACC-013,Sterling Partners,Insight,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,resolved,2025-12-17T14:15:00
TKT-0329,ACC-013,Sterling Partners,Canvas,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-02-17T15:29:00
TKT-0330,ACC-013,Sterling Partners,Canvas,Minor rendering glitch on the Canvas dashboard when using Firefox. Text overlaps the sidebar on the project list page. Chrome works fine.,P3,resolved,2026-03-04T09:48:00
TKT-0331,ACC-013,Sterling Partners,Insight,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,escalated,2026-01-10T10:58:00
TKT-0332,ACC-014,Apex Marketing,Canvas,We accidentally deleted a shared template folder. Is there an undo or recycle bin feature? We need to recover about 15 templates.,P3,resolved,2026-01-19T13:51:00
TKT-0333,ACC-014,Apex Marketing,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,resolved,2026-01-30T09:39:00
TKT-0334,ACC-014,Apex Marketing,Canvas,Feature idea: dark mode for Canvas would be amazing. Our designers work late hours and the bright interface causes eye strain.,P4,open,2026-02-02T08:51:00
TKT-0335,ACC-014,Apex Marketing,Canvas,Feature idea: dark mode for Canvas would be amazing. Our designers work late hours and the bright interface causes eye strain.,P4,resolved,2026-01-21T08:45:00
TKT-0336,ACC-014,Apex Marketing,Flow,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,escalated,2026-02-11T19:05:00
TKT-0337,ACC-014,Apex Marketing,Canvas,The image compression on Canvas export is a bit aggressive. Can we get a quality slider or a lossless export option for PNG?,P4,resolved,2026-03-02T19:41:00
TKT-0338,ACC-014,Apex Marketing,Flow,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,resolved,2026-02-14T06:05:00
TKT-0339,ACC-014,Apex Marketing,Canvas,Suggestion: Would be nice if Canvas remembered my last-used workspace when I log in instead of defaulting to the home screen every time.,P4,resolved,2026-02-27T07:26:00
TKT-0340,ACC-014,Apex Marketing,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,open,2026-01-07T18:09:00
TKT-0341,ACC-014,Apex Marketing,Flow,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,resolved,2026-01-28T15:17:00
TKT-0342,ACC-014,Apex Marketing,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2026-01-17T13:30:00
TKT-0343,ACC-014,Apex Marketing,Canvas,Minor rendering glitch on the Canvas dashboard when using Firefox. Text overlaps the sidebar on the project list page. Chrome works fine.,P3,resolved,2026-01-19T11:14:00
TKT-0344,ACC-014,Apex Marketing,Flow,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,resolved,2026-02-28T18:29:00
TKT-0345,ACC-014,Apex Marketing,Flow,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,resolved,2026-01-01T13:25:00
TKT-0346,ACC-014,Apex Marketing,Canvas,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,escalated,2026-02-26T12:42:00
TKT-0347,ACC-014,Apex Marketing,Canvas,We accidentally deleted a shared template folder. Is there an undo or recycle bin feature? We need to recover about 15 templates.,P3,escalated,2026-01-12T06:02:00
TKT-0348,ACC-014,Apex Marketing,Canvas,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,resolved,2026-01-10T17:13:00
TKT-0349,ACC-014,Apex Marketing,Canvas,The image compression on Canvas export is a bit aggressive. Can we get a quality slider or a lossless export option for PNG?,P4,resolved,2026-02-27T20:04:00
TKT-0350,ACC-015,Cobalt Aerospace,Canvas,We're four weeks into onboarding and our team still can't figure out the workspace structure. The hierarchy of Organizations > Teams > Projects > Files is confusing. Can we get a walkthrough?,P2,resolved,2026-02-15T18:13:00
TKT-0351,ACC-015,Cobalt Aerospace,Flow,Our team tried to set up their first Flow automation and got lost immediately. The UI doesn't make it clear where to start. Three people gave up and went back to email approvals.,P2,open,2026-01-30T19:26:00
TKT-0352,ACC-015,Cobalt Aerospace,Insight,"We connected Insight to our data source but the dashboard is empty. No errors, just blank charts. We followed the setup guide step by step. What are we missing?",P3,resolved,2026-01-07T07:06:00
TKT-0353,ACC-015,Cobalt Aerospace,Canvas,The permissions model is very confusing. We have 55 licensed seats but only 8 people can access the shared workspace. The rest see 'You don't have access.' We've spent two hours on this.,P2,resolved,2026-02-11T14:57:00
TKT-0354,ACC-015,Cobalt Aerospace,Canvas,"Is there a getting-started video series? The documentation is very text-heavy and our team prefers visual learning. We're an aerospace engineering company, not a design agency — we need simpler onboarding.",P3,resolved,2026-02-02T08:24:00
TKT-0355,ACC-015,Cobalt Aerospace,Flow,We can't figure out how to connect Flow to Canvas. The integration page lists dozens of connectors but the Canvas one says 'Coming soon.' Wasn't this supposed to be included?,P3,open,2026-02-26T14:30:00
TKT-0356,ACC-015,Cobalt Aerospace,Insight,Our Insight dashboards show data from a test environment we used during setup. How do we switch to production data? We can't find the data source settings anywhere.,P2,open,2026-01-26T17:43:00
TKT-0357,ACC-015,Cobalt Aerospace,Canvas,Honest feedback: we bought three products and the onboarding experience has been rough. Each product has a different UI pattern and login flow. It doesn't feel like an integrated suite.,P3,resolved,2025-12-21T11:54:00
TKT-0358,ACC-015,Cobalt Aerospace,Canvas,We're four weeks into onboarding and our team still can't figure out the workspace structure. The hierarchy of Organizations > Teams > Projects > Files is confusing. Can we get a walkthrough?,P2,open,2026-03-06T15:29:00
TKT-0359,ACC-015,Cobalt Aerospace,Flow,Our team tried to set up their first Flow automation and got lost immediately. The UI doesn't make it clear where to start. Three people gave up and went back to email approvals.,P2,open,2026-01-22T18:57:00
TKT-0360,ACC-015,Cobalt Aerospace,Insight,"We connected Insight to our data source but the dashboard is empty. No errors, just blank charts. We followed the setup guide step by step. What are we missing?",P3,open,2026-01-27T18:00:00
TKT-0361,ACC-015,Cobalt Aerospace,Canvas,The permissions model is very confusing. We have 55 licensed seats but only 8 people can access the shared workspace. The rest see 'You don't have access.' We've spent two hours on this.,P2,resolved,2026-01-21T13:39:00
TKT-0362,ACC-015,Cobalt Aerospace,Canvas,"Is there a getting-started video series? The documentation is very text-heavy and our team prefers visual learning. We're an aerospace engineering company, not a design agency — we need simpler onboarding.",P3,resolved,2026-02-11T18:42:00
TKT-0363,ACC-015,Cobalt Aerospace,Flow,We can't figure out how to connect Flow to Canvas. The integration page lists dozens of connectors but the Canvas one says 'Coming soon.' Wasn't this supposed to be included?,P3,open,2026-02-28T08:37:00
TKT-0364,ACC-015,Cobalt Aerospace,Insight,Our Insight dashboards show data from a test environment we used during setup. How do we switch to production data? We can't find the data source settings anywhere.,P2,escalated,2026-03-07T12:49:00
TKT-0365,ACC-015,Cobalt Aerospace,Canvas,Honest feedback: we bought three products and the onboarding experience has been rough. Each product has a different UI pattern and login flow. It doesn't feel like an integrated suite.,P3,escalated,2026-03-08T07:24:00
TKT-0366,ACC-015,Cobalt Aerospace,Canvas,We're four weeks into onboarding and our team still can't figure out the workspace structure. The hierarchy of Organizations > Teams > Projects > Files is confusing. Can we get a walkthrough?,P2,resolved,2026-01-03T20:46:00
TKT-0367,ACC-015,Cobalt Aerospace,Flow,Our team tried to set up their first Flow automation and got lost immediately. The UI doesn't make it clear where to start. Three people gave up and went back to email approvals.,P2,open,2026-03-03T06:34:00
TKT-0368,ACC-015,Cobalt Aerospace,Insight,"We connected Insight to our data source but the dashboard is empty. No errors, just blank charts. We followed the setup guide step by step. What are we missing?",P3,resolved,2025-12-31T15:25:00
TKT-0369,ACC-015,Cobalt Aerospace,Canvas,The permissions model is very confusing. We have 55 licensed seats but only 8 people can access the shared workspace. The rest see 'You don't have access.' We've spent two hours on this.,P2,escalated,2026-02-02T09:41:00
TKT-0370,ACC-015,Cobalt Aerospace,Canvas,"Is there a getting-started video series? The documentation is very text-heavy and our team prefers visual learning. We're an aerospace engineering company, not a design agency — we need simpler onboarding.",P3,resolved,2026-02-07T17:47:00
TKT-0371,ACC-015,Cobalt Aerospace,Flow,We can't figure out how to connect Flow to Canvas. The integration page lists dozens of connectors but the Canvas one says 'Coming soon.' Wasn't this supposed to be included?,P3,open,2026-02-07T09:39:00
TKT-0372,ACC-015,Cobalt Aerospace,Insight,Our Insight dashboards show data from a test environment we used during setup. How do we switch to production data? We can't find the data source settings anywhere.,P2,open,2026-01-13T19:23:00
TKT-0373,ACC-015,Cobalt Aerospace,Canvas,Honest feedback: we bought three products and the onboarding experience has been rough. Each product has a different UI pattern and login flow. It doesn't feel like an integrated suite.,P3,open,2026-01-14T12:00:00
TKT-0374,ACC-015,Cobalt Aerospace,Canvas,We're four weeks into onboarding and our team still can't figure out the workspace structure. The hierarchy of Organizations > Teams > Projects > Files is confusing. Can we get a walkthrough?,P2,open,2026-02-10T11:23:00
TKT-0375,ACC-015,Cobalt Aerospace,Flow,Our team tried to set up their first Flow automation and got lost immediately. The UI doesn't make it clear where to start. Three people gave up and went back to email approvals.,P2,open,2025-12-16T16:35:00
TKT-0376,ACC-015,Cobalt Aerospace,Insight,"We connected Insight to our data source but the dashboard is empty. No errors, just blank charts. We followed the setup guide step by step. What are we missing?",P3,resolved,2026-01-09T14:14:00
TKT-0377,ACC-015,Cobalt Aerospace,Canvas,The permissions model is very confusing. We have 55 licensed seats but only 8 people can access the shared workspace. The rest see 'You don't have access.' We've spent two hours on this.,P2,open,2026-02-26T06:06:00
TKT-0378,ACC-015,Cobalt Aerospace,Canvas,"Is there a getting-started video series? The documentation is very text-heavy and our team prefers visual learning. We're an aerospace engineering company, not a design agency — we need simpler onboarding.",P3,resolved,2026-01-24T20:09:00
TKT-0379,ACC-015,Cobalt Aerospace,Flow,We can't figure out how to connect Flow to Canvas. The integration page lists dozens of connectors but the Canvas one says 'Coming soon.' Wasn't this supposed to be included?,P3,escalated,2026-03-07T08:00:00
TKT-0380,ACC-015,Cobalt Aerospace,Insight,Our Insight dashboards show data from a test environment we used during setup. How do we switch to production data? We can't find the data source settings anywhere.,P2,open,2026-03-07T13:38:00
TKT-0381,ACC-015,Cobalt Aerospace,Canvas,Honest feedback: we bought three products and the onboarding experience has been rough. Each product has a different UI pattern and login flow. It doesn't feel like an integrated suite.,P3,resolved,2026-02-16T13:54:00
TKT-0382,ACC-015,Cobalt Aerospace,Canvas,We're four weeks into onboarding and our team still can't figure out the workspace structure. The hierarchy of Organizations > Teams > Projects > Files is confusing. Can we get a walkthrough?,P2,resolved,2026-02-27T16:32:00
TKT-0383,ACC-015,Cobalt Aerospace,Flow,Our team tried to set up their first Flow automation and got lost immediately. The UI doesn't make it clear where to start. Three people gave up and went back to email approvals.,P2,open,2026-02-21T16:25:00
TKT-0384,ACC-015,Cobalt Aerospace,Insight,"We connected Insight to our data source but the dashboard is empty. No errors, just blank charts. We followed the setup guide step by step. What are we missing?",P3,open,2026-02-19T08:23:00
TKT-0385,ACC-016,Driftwood Media,Canvas,"Hi, I'm the new admin for our Canvas account. The previous admin (Mark Torres) left the company. How do I transfer ownership? I can't access the admin console.",P3,open,2025-12-23T12:27:00
TKT-0386,ACC-016,Driftwood Media,Canvas,Following up — I still can't access admin settings. Our team needs me to add 3 new users but I'm locked out of user management. This is blocking our project.,P2,open,2026-01-05T14:41:00
TKT-0387,ACC-016,Driftwood Media,Flow,Where do I find the API keys for our Flow integrations? Mark set these up and I don't know where they're stored. Our automated workflows are running but I can't modify them.,P3,open,2026-02-24T06:09:00
TKT-0388,ACC-016,Driftwood Media,Canvas,Basic question — how do we reset the SSO configuration? Mark set up SSO with our old identity provider and we've since switched to Okta.,P3,open,2026-01-06T16:19:00
TKT-0389,ACC-016,Driftwood Media,Flow,Is there a way to audit what automations are active on our account? I inherited this and have no idea what's running. I found one that sends emails to Mark's personal address.,P3,escalated,2026-02-02T12:05:00
TKT-0390,ACC-016,Driftwood Media,Canvas,Can you send me the onboarding documentation? I need to get up to speed on admin features. I'm essentially starting from scratch.,P4,resolved,2026-02-05T11:05:00
TKT-0391,ACC-016,Driftwood Media,Canvas,Also — I was told our account executive Diana is on leave and someone named Tom Westfield is covering. I've emailed Tom twice and haven't heard back. We need help with our SSO migration and there's no one to talk to. Feeling a bit abandoned here.,P3,open,2026-01-30T14:27:00
TKT-0392,ACC-016,Driftwood Media,Canvas,"Hi, I'm the new admin for our Canvas account. The previous admin (Mark Torres) left the company. How do I transfer ownership? I can't access the admin console.",P3,open,2026-01-07T19:25:00
TKT-0393,ACC-016,Driftwood Media,Canvas,Following up — I still can't access admin settings. Our team needs me to add 3 new users but I'm locked out of user management. This is blocking our project.,P2,open,2026-02-16T19:03:00
TKT-0394,ACC-016,Driftwood Media,Flow,Where do I find the API keys for our Flow integrations? Mark set these up and I don't know where they're stored. Our automated workflows are running but I can't modify them.,P3,resolved,2026-01-11T14:51:00
TKT-0395,ACC-016,Driftwood Media,Canvas,Basic question — how do we reset the SSO configuration? Mark set up SSO with our old identity provider and we've since switched to Okta.,P3,open,2026-01-09T18:36:00
TKT-0396,ACC-016,Driftwood Media,Flow,Is there a way to audit what automations are active on our account? I inherited this and have no idea what's running. I found one that sends emails to Mark's personal address.,P3,open,2026-03-11T17:33:00
TKT-0397,ACC-016,Driftwood Media,Canvas,Can you send me the onboarding documentation? I need to get up to speed on admin features. I'm essentially starting from scratch.,P4,open,2026-03-04T15:45:00
TKT-0398,ACC-016,Driftwood Media,Canvas,Also — I was told our account executive Diana is on leave and someone named Tom Westfield is covering. I've emailed Tom twice and haven't heard back. We need help with our SSO migration and there's no one to talk to. Feeling a bit abandoned here.,P3,open,2026-02-03T20:38:00
TKT-0399,ACC-016,Driftwood Media,Canvas,"Hi, I'm the new admin for our Canvas account. The previous admin (Mark Torres) left the company. How do I transfer ownership? I can't access the admin console.",P3,resolved,2026-02-04T18:16:00
TKT-0400,ACC-016,Driftwood Media,Canvas,Following up — I still can't access admin settings. Our team needs me to add 3 new users but I'm locked out of user management. This is blocking our project.,P2,escalated,2026-01-30T13:28:00
TKT-0401,ACC-016,Driftwood Media,Flow,Where do I find the API keys for our Flow integrations? Mark set these up and I don't know where they're stored. Our automated workflows are running but I can't modify them.,P3,open,2026-01-21T08:28:00
TKT-0402,ACC-016,Driftwood Media,Canvas,Basic question — how do we reset the SSO configuration? Mark set up SSO with our old identity provider and we've since switched to Okta.,P3,escalated,2026-01-24T15:35:00
TKT-0403,ACC-016,Driftwood Media,Flow,Is there a way to audit what automations are active on our account? I inherited this and have no idea what's running. I found one that sends emails to Mark's personal address.,P3,resolved,2025-12-22T16:43:00
TKT-0404,ACC-016,Driftwood Media,Canvas,Can you send me the onboarding documentation? I need to get up to speed on admin features. I'm essentially starting from scratch.,P4,escalated,2026-02-11T06:46:00
TKT-0405,ACC-016,Driftwood Media,Canvas,Also — I was told our account executive Diana is on leave and someone named Tom Westfield is covering. I've emailed Tom twice and haven't heard back. We need help with our SSO migration and there's no one to talk to. Feeling a bit abandoned here.,P3,open,2026-01-25T10:29:00
TKT-0406,ACC-016,Driftwood Media,Canvas,"Hi, I'm the new admin for our Canvas account. The previous admin (Mark Torres) left the company. How do I transfer ownership? I can't access the admin console.",P3,open,2026-03-04T08:27:00
TKT-0407,ACC-016,Driftwood Media,Canvas,Following up — I still can't access admin settings. Our team needs me to add 3 new users but I'm locked out of user management. This is blocking our project.,P2,escalated,2026-02-02T17:20:00
TKT-0408,ACC-016,Driftwood Media,Flow,Where do I find the API keys for our Flow integrations? Mark set these up and I don't know where they're stored. Our automated workflows are running but I can't modify them.,P3,resolved,2026-02-28T12:29:00
TKT-0409,ACC-016,Driftwood Media,Canvas,Basic question — how do we reset the SSO configuration? Mark set up SSO with our old identity provider and we've since switched to Okta.,P3,open,2026-01-16T20:30:00
TKT-0410,ACC-016,Driftwood Media,Flow,Is there a way to audit what automations are active on our account? I inherited this and have no idea what's running. I found one that sends emails to Mark's personal address.,P3,open,2026-03-02T19:59:00
TKT-0411,ACC-016,Driftwood Media,Canvas,Can you send me the onboarding documentation? I need to get up to speed on admin features. I'm essentially starting from scratch.,P4,open,2026-02-07T12:34:00
TKT-0412,ACC-016,Driftwood Media,Canvas,Also — I was told our account executive Diana is on leave and someone named Tom Westfield is covering. I've emailed Tom twice and haven't heard back. We need help with our SSO migration and there's no one to talk to. Feeling a bit abandoned here.,P3,open,2026-01-13T20:45:00
TKT-0413,ACC-016,Driftwood Media,Canvas,"Hi, I'm the new admin for our Canvas account. The previous admin (Mark Torres) left the company. How do I transfer ownership? I can't access the admin console.",P3,open,2025-12-20T06:59:00
TKT-0414,ACC-016,Driftwood Media,Canvas,Following up — I still can't access admin settings. Our team needs me to add 3 new users but I'm locked out of user management. This is blocking our project.,P2,resolved,2026-02-10T15:30:00
